"virus name","TaxaID","refseq id","Genome.organization"
"Escherichia phage P1",2886926,"NC_005856","Linear"
"Escherichia phage P13374",1150869,"NC_018846","Linear"
"Escherichia phage P2",2681594,"KC618326","Linear"
"Escherichia phage P483",1572753,"NC_028822","Linear"
"Escherichia phage P694",1572754,"NC_028863","Linear"
"Escherichia phage P88",1567486,"NC_026014","Linear"
"Escherichia phage PA2",1660365,"NC_028449","Linear"
"Escherichia phage PA28",1660368,"NC_041935","Linear"
"Escherichia phage PBECO4",1273738,"NC_027364","Linear"
"Escherichia phage PE3-1",1498170,"NC_024379","Linear"
"Escherichia phage PE37",1837875,"NC_054929","Linear"
"Escherichia phage PGN590",2714735,"NC_049830","Linear"
"Escherichia phage PGT2",2047782,"NC_047890","Linear"
"Escherichia phage PP01",2060720,"NC_054930","Linear"
"Escherichia phage PTXU04",2508206,"NC_048193","Linear"
"Escherichia phage PhaxI",926589,"NC_019452","Linear"
"Escherichia phage Phi1",448384,"NC_009821","Linear"
"Escherichia phage Pollock",1540097,"NC_027381","Linear"
"Escherichia phage QL01",1673871,"NC_028847","Linear"
"Escherichia phage Qbeta",2789016,"NC_001890","Linear"
"Escherichia phage RB14",2681597,"FJ839692","Linear"
"Escherichia phage RB16",2681599,"HM134276","Linear"
"Escherichia phage RB3",31533,"NC_025419","Linear"
"Escherichia phage RB32",2681602,"DQ904452","Linear"
"Escherichia phage RB43",2887182,"AY967407","Linear"
"Escherichia phage RB49",50948,"NC_005066","Linear"
"Escherichia phage RB69",12353,"NC_004928","Linear"
"Escherichia phage RCS47",1590550,"NC_042128","Linear"
"Escherichia phage Ro45lw",2498616,"NC_048136","Linear"
"Escherichia phage SECphi27",2496550,"NC_047938","Linear"
"Escherichia phage SF",2234080,"NC_055749","Linear"
"Escherichia phage SH2026Stx1",2108115,"NC_049919","Linear"
"Escherichia phage SP15",2184265,"NC_048627","Linear"
"Escherichia phage SRT7",2268589,"NC_048002","Linear"
"Escherichia phage SRT8",2496545,"NC_042043","Linear"
"Escherichia phage SSL-2009a",2681619,"FJ750948","Linear"
"Escherichia phage ST0",2005047,"NC_041990","Linear"
"Escherichia phage ST31",1983789,"NC_047829","Linear"
"Escherichia phage ST32",2005048,"NC_047830","Linear"
"Escherichia phage SUSP2",1718669,"NC_028935","Linear"
"Escherichia phage Seurat",1540098,"NC_027378","Linear"
"Escherichia phage Skarpretter",2488654,"NC_048112","Linear"
"Escherichia phage Sortsne",2562456,"NC_048178","Linear"
"Escherichia phage St-1",10845,"NC_012868","Linear"
"Escherichia phage Stx2 II",194949,"NC_004914","Linear"
"Escherichia phage T1",2492962,"NC_005833","Linear"
"Escherichia phage T2",2060721,"NC_054931","Linear"
"Escherichia phage T4",2681598,"NC_000866","Linear"
"Escherichia phage T5",2695836,"NC_005859","Linear"
"Escherichia phage T7",10760,"NC_001604","Linear"
"Escherichia phage TL-2011b",1124654,"NC_019445","Linear"
"Escherichia phage TL-2011c",1124655,"NC_019442","Linear"
"Escherichia phage Tls",2892339,"NC_009540","Linear"
"Escherichia phage UAB_Phi78",979726,"NC_020414","Linear"
"Escherichia phage UFV-AREG1",1837867,"NC_031030","Linear"
"Escherichia phage Utah",1916098,"NC_053002","Linear"
"Escherichia phage V18",1981500,"NC_041937","Linear"
"Escherichia phage V5",399183,"NC_011041","Linear"
"Escherichia phage VB_EcoS-Golestan",2047801,"NC_042084","Linear"
"Escherichia phage VEcB",2776821,"NC_052663","Linear"
"Escherichia phage WA45",338105,"NC_007822","Linear"
"Escherichia phage WG01",1837931,"NC_031928","Linear"
"Escherichia phage Wphi",2681595,"NC_005056","Linear"
"Escherichia phage YD-2008.s",1567004,"NC_027383","Linear"
"Escherichia phage YUEEL01",1932889,"NC_054935","Linear"
"Escherichia phage YZ1",2079534,"NC_047927","Linear"
"Escherichia phage ZG49",1897641,"NC_047777","Linear"
"Escherichia phage aalborv",2696375,"NC_049829","Linear"
"Escherichia phage aaroes",2696376,"NC_049826","Linear"
"Escherichia phage alia",2696379,"NC_052655","Linear"
"Escherichia phage alpha3",10849,"NC_001330","Linear"
"Escherichia phage anhysbys",2696383,"NC_052656","Linear"
"Escherichia phage atuna",2696385,"NC_049819","Linear"
"Escherichia phage bV_EcoS_AHP24",1416027,"KF771236","Linear"
"Escherichia phage chee24",2024330,"NC_047885","Linear"
"Escherichia phage damhaus",2696389,"NC_049827","Linear"
"Escherichia phage e4/1c",1495286,"NC_024210","Linear"
"Escherichia phage egaa",2696393,"NC_049852","Linear"
"Escherichia phage fd",2847073,"NC_025824","Linear"
"Escherichia phage flopper",2696397,"NC_048845","Linear"
"Escherichia phage fp01",2315695,"NC_048731","Linear"
"Escherichia phage grams",2696401,"NC_049825","Linear"
"Escherichia phage haarsle",2696402,"NC_049828","Linear"
"Escherichia phage herni",2696404,"NC_049823","Linear"
"Escherichia phage ime09",1054834,"NC_019503","Linear"
"Escherichia phage mEp234",1147157,"NC_019715","Linear"
"Escherichia phage mEpX1",1147153,"NC_019709","Linear"
"Escherichia phage mEpX2",1147154,"NC_019705","Linear"
"Escherichia phage muut",2696426,"NC_052657","Linear"
"Escherichia phage nepoznato",2696431,"NC_052658","Linear"
"Escherichia phage nieznany",2696432,"NC_052659","Linear"
"Escherichia phage p000v",2479933,"NC_055781","Linear"
"Escherichia phage phAPEC8",1229753,"NC_020079","Linear"
"Escherichia phage phT4A",1852638,"NC_055712","Linear"
"Escherichia phage phi191",1458706,"NC_028660","Linear"
"Escherichia phage phiAPCEc03",1655307,"NC_047754","Linear"
"Escherichia phage phiC120",1970776,"NC_055718","Linear"
"Escherichia phage phiE142",1777059,"NC_055709","Linear"
"Escherichia phage phiEB49",1048207,"NC_023743","Linear"
"Escherichia phage phiEC1",1965366,"NC_041920","Linear"
"Escherichia phage phiEco32",2679905,"NC_010324","Linear"
"Escherichia phage phiEcoM-GJ1",451705,"NC_010106","Linear"
"Escherichia phage phiK",2507234,"NC_001730","Linear"
"Escherichia phage phiKP26",2886927,"NC_042038","Linear"
"Escherichia phage phiKT",1141519,"NC_019520","Linear"
"Escherichia phage phiLLS",1965465,"NC_047822","Linear"
"Escherichia phage phiSUSP1",1718606,"NC_028808","Linear"
"Escherichia phage phiV10",343516,"NC_007804","Linear"
"Escherichia phage phiX174",2886930,"NC_001422","Linear"
"Escherichia phage pro147",1649239,"NC_028896","Linear"
"Escherichia phage pro483",1649240,"NC_028943","Linear"
"Escherichia phage saus132",2024325,"NC_047884","Linear"
"Escherichia phage slur01",1720493,"NC_028831","Linear"
"Escherichia phage slur02",1720494,"NC_028927","Linear"
"Escherichia phage slur03",1720496,"NC_042129","Linear"
"Escherichia phage slur04",1720497,"NC_042130","Linear"
"Escherichia phage slur05",1720498,"NC_028901","Linear"
"Escherichia phage slur07",1720500,"NC_028780","Linear"
"Escherichia phage slur09",1728958,"NC_028840","Linear"
"Escherichia phage slur14",1720504,"NC_028448","Linear"
"Escherichia phage slur16",1720495,"NC_028248","Linear"
"Escherichia phage teqdroes",2697536,"NC_054932","Linear"
"Escherichia phage teqhad",2697537,"NC_054933","Linear"
"Escherichia phage teqskov",2697539,"NC_054934","Linear"
"Escherichia phage tiwna",2696449,"NC_054896","Linear"
"Escherichia phage tonijn",2696450,"NC_049818","Linear"
"Escherichia phage tonn",2696451,"NC_049815","Linear"
"Escherichia phage tonnikala",2696452,"NC_049817","Linear"
"Escherichia phage tuntematon",2696455,"NC_052660","Linear"
"Escherichia phage tunus",2696456,"NC_049816","Linear"
"Escherichia phage ukendt",2696458,"NC_052661","Linear"
"Escherichia phage vB_EcoM-12474III",2576484,"NC_049457","Linear"
"Escherichia phage vB_EcoM-G28",2081604,"NC_054916","Linear"
"Escherichia phage vB_EcoM-Ro121c4YLVW",2144176,"NC_052654","Linear"
"Escherichia phage vB_EcoM-Ro157c2YLVW",2178932,"NC_050153","Linear"
"Escherichia phage vB_EcoM-UFV13",1815590,"NC_031103","Linear"
"Escherichia phage vB_EcoM-VpaE1",1555238,"NC_027337","Linear"
"Escherichia phage vB_EcoM-ep3",1541883,"NC_025430","Linear"
"Escherichia phage vB_EcoM-fFiEco06",2079315,"NC_054914","Linear"
"Escherichia phage vB_EcoM_005",2500761,"NC_055783","Linear"
"Escherichia phage vB_EcoM_112",1495285,"NC_024125","Linear"
"Escherichia phage vB_EcoM_4HA13",2601675,"NC_049466","Linear"
"Escherichia phage vB_EcoM_ACG-C40",1141141,"NC_019399","Linear"
"Escherichia phage vB_EcoM_AYO145A",1636202,"NC_028825","Linear"
"Escherichia phage vB_EcoM_Alf5",1873990,"NC_031082","Linear"
"Escherichia phage vB_EcoM_DalCa",2420240,"NC_054908","Linear"
"Escherichia phage vB_EcoM_ECO1230-10",669875,"NC_027995","Linear"
"Escherichia phage vB_EcoM_ECOO78",1970797,"NC_041926","Linear"
"Escherichia phage vB_EcoM_F1",2750846,"NC_054912","Linear"
"Escherichia phage vB_EcoM_G4498",2502301,"NC_054918","Linear"
"Escherichia phage vB_EcoM_G4507",2502306,"NC_054919","Linear"
"Escherichia phage vB_EcoM_G50",2502303,"NC_054917","Linear"
"Escherichia phage vB_EcoM_G8",2508179,"NC_054915","Linear"
"Escherichia phage vB_EcoM_G9062",2508181,"NC_054920","Linear"
"Escherichia phage vB_EcoM_Goslar",2502409,"NC_048170","Linear"
"Escherichia phage vB_EcoM_IME537",2724310,"NC_054921","Linear"
"Escherichia phage vB_EcoM_JS09",1430444,"NC_024124","Linear"
"Escherichia phage vB_EcoM_KAW1E185",2508180,"NC_054922","Linear"
"Escherichia phage vB_EcoM_KWBSE43-6",2508194,"NC_048186","Linear"
"Escherichia phage vB_EcoM_Lutter",2750850,"NC_054924","Linear"
"Escherichia phage vB_EcoM_NBG2",2184699,"NC_054925","Linear"
"Escherichia phage vB_EcoM_OE5505",2508177,"NC_054926","Linear"
"Escherichia phage vB_EcoM_Ozark",2750851,"NC_054927","Linear"
"Escherichia phage vB_EcoM_PHB05",2041347,"NC_052652","Linear"
"Escherichia phage vB_EcoM_PhAPEC2",1391224,"NC_024794","Linear"
"Escherichia phage vB_EcoM_Schickermooser",2508195,"NC_048196","Linear"
"Escherichia phage vB_EcoM_VR20",1567027,"NC_028894","Linear"
"Escherichia phage vB_EcoM_VR25",1567028,"NC_028925","Linear"
"Escherichia phage vB_EcoM_VR26",1567029,"NC_028957","Linear"
"Escherichia phage vB_EcoM_VR7",700939,"NC_014792","Linear"
"Escherichia phage vB_EcoM_WFC",2508193,"NC_048195","Linear"
"Escherichia phage vB_EcoM_WFH",2508192,"NC_048194","Linear"
"Escherichia phage vB_EcoP_24B",866553,"NC_027984","Linear"
"Escherichia phage vB_EcoP_ACG-C91",1141139,"NC_019403","Linear"
"Escherichia phage vB_EcoP_B",1933107,"NC_047806","Linear"
"Escherichia phage vB_EcoP_C",1933108,"NC_047807","Linear"
"Escherichia phage vB_EcoP_F",1933110,"NC_047808","Linear"
"Escherichia phage vB_EcoP_G7C",1054461,"NC_015933","Linear"
"Escherichia phage vB_EcoP_K",1933111,"NC_047809","Linear"
"Escherichia phage vB_EcoP_PhAPEC5",1395983,"NC_024786","Linear"
"Escherichia phage vB_EcoP_PhAPEC7",1391223,"NC_024790","Linear"
"Escherichia phage vB_EcoP_S523",2233775,"NC_047984","Linear"
"Escherichia phage vB_EcoP_SU10",1519788,"NC_027395","Linear"
"Escherichia phage vB_EcoS Sa179lw",2126819,"NC_054637","Linear"
"Escherichia phage vB_EcoS-12210I",2576500,"NC_049813","Linear"
"Escherichia phage vB_EcoS-95",2026130,"NC_048132","Linear"
"Escherichia phage vB_EcoS-DELF2",2697005,"NC_049832","Linear"
"Escherichia phage vB_EcoS-IME253",1933412,"NC_047810","Linear"
"Escherichia phage vB_EcoS_ACG-M12",1141140,"NC_019404","Linear"
"Escherichia phage vB_EcoS_AHP42",1416028,"NC_024793","Linear"
"Escherichia phage vB_EcoS_AHS24",1416030,"NC_024784","Linear"
"Escherichia phage vB_EcoS_AKFV33",2681605,"NC_017969","Linear"
"Escherichia phage vB_EcoS_AKS96",1416031,"NC_024789","Linear"
"Escherichia phage vB_EcoS_CEB_EC3a",1933774,"NC_047812","Linear"
"Escherichia phage vB_EcoS_ESCO41",2496547,"NC_047820","Linear"
"Escherichia phage vB_EcoS_FFH_1",1446489,"NC_024139","Linear"
"Escherichia phage vB_EcoS_G29-2",2508189,"NC_049822","Linear"
"Escherichia phage vB_EcoS_HdH2",2508174,"NC_048748","Linear"
"Escherichia phage vB_EcoS_IME347",2496546,"NC_047960","Linear"
"Escherichia phage vB_EcoS_IME542",2507711,"NC_048208","Linear"
"Escherichia phage vB_EcoS_NBD2",1852563,"NC_031050","Linear"
"Escherichia phage vB_EcoS_PHB17",2591407,"NC_054892","Linear"
"Escherichia phage vB_EcoS_SH2",1983554,"NC_047828","Linear"
"Escherichia phage vB_EcoS_W011D",2575323,"NC_054893","Linear"
"Escherichia phage vB_EcoS_swan01",2496549,"NC_048202","Linear"
"Escherichia phage vB_EcoS_swi2",2769808,"NC_054649","Linear"
"Escherichia phage vB_Eco_SLUR29",2585737,"NC_054895","Linear"
"Escherichia phage vB_Eco_mar001J1",2419760,"NC_048204,NC_048206","Linear"
"Escherichia phage vB_Eco_mar003J3",2419761,"NC_048203","Linear"
"Escherichia phage vB_Eco_mar004NP2",2419762,"NC_048205","Linear"
"Escherichia phage vB_vPM_PD06",2315527,"NC_052653","Linear"
"Escherichia phage vB_vPM_PD112",2315580,"NC_054928","Linear"
"Escherichia phage vb_EcoM-VR5",1567026,"NC_028881","Linear"
"Escherichia phage vojen",2696460,"NC_049824","Linear"
"Escherichia phage wV7",1054480,"NC_019505","Linear"
"Escherichia phage wV8",576791,"NC_012749","Linear"
"Escherichia typing phage 1",1508671,"NC_041979","Linear"
"Escherichia virus KFS-EC",2250214,"NC_055757","Linear"
"Escherichia virus Lambda_1H12",2686049,"NC_049947","Linear"
"Escherichia virus Lambda_2B8",2686050,"NC_049952","Linear"
"Escherichia virus Lambda_2G7b",2686053,"NC_049954","Linear"
"Escherichia virus Lambda_4A7",2686055,"NC_049946","Linear"
"Esparto virus",2072209,"NC_040536","Linear"
"Etapapillomavirus 1",197771,"NC_004068","Linear"
"Ethiopian tobacco bushy top virus",1538549,"NC_024808","Linear"
"Ethiopian tobacco bushy top virus satellite RNA",1538550,"NC_024807","Linear"
"Eulipotyphla protoparvovirus 1",2170148,"NC_026815","Linear"
"Euonymus yellow mottle associated virus",2586645,"NC_055574","Linear"
"Euonymus yellow vein virus",2013968,"NC_035190","Linear"
"Eupatorium vein clearing virus",515444,"NC_010738","Linear"
"Eupatorium yellow vein betasatellite",221054,"NC_004515","Linear"
"Eupatorium yellow vein mosaic betasatellite",2010319,"NC_038677","Linear"
"Eupatorium yellow vein mosaic virus",186637,"NC_003556","Linear"
"Eupatorium yellow vein virus",2080107,"AB007990","Linear"
"Eupatorium yellow vein virus - [Yamaguchi]",269095,"NC_043119","Linear"
"Eupatorium yellow vein virus-[Japan:Kagawa:Tomato:1997]",519350,"NC_043121","Linear"
"Eupatorium yellow vein virus-[MNS2]",223276,"NC_043418","Linear"
"Eupatorium yellow vein virus-[SOJ3]",335404,"NC_038879","Linear"
"Eupatorium yellow vein virus-[Suya]",436246,"NC_043120","Linear"
"Euphorbia caput-medusae latent virus",1853865,"NC_030238","Linear"
"Euphorbia heterophylla associated gemycircularvirus",2291614,"NC_040339","Linear"
"Euphorbia leaf curl Guangxi virus",412688,"NC_038881","Linear"
"Euphorbia leaf curl virus",270117,"NC_005319","Linear"
"Euphorbia mosaic Peru virus",2169733,"NC_039082","Linear"
"Euphorbia mosaic virus",77811,"NC_008305","Linear"
"Euphorbia mosaic virus - A [Mexico:Yucatan:2004]",429564,"NC_008304","Linear"
"Euphorbia ringspot virus",291286,"NC_031339","Linear"
"Euphorbia yellow leaf curl virus",1578825,"NC_038976","Linear"
"Euphorbia yellow mosaic virus associated DNA 1",666147,"NC_014630","Linear"
"Euproctis pseudoconspersa nucleopolyhedrovirus",307467,"NC_012639","Linear"
"Euprosterna elaeasa virus",186165,"NC_003412","Linear"
"European bat 1 lyssavirus",57482,"NC_009527","Linear"
"European bat 2 lyssavirus",57483,"NC_009528","Linear"
"European brown hare syndrome virus",33756,"NC_002615","Linear"
"European catfish virus",84739,"NC_017940","Linear"
"Euscelidius variegatus virus 1",1920698,"NC_032087","Linear"
"Everglades virus",2083198,"NC_038671","Linear"
"Exomis microphylla associated virus",2093275,"NC_037065","Linear"
"Extra small virus",230604,"NC_043197,NC_043492,NC_043493,NC_043494,NC_043495,NC_043496,NC_043497,NC_043498","Linear"
"Faba bean necrotic stunt alphasatellite 1",1441799,"NC_023881","Linear"
"Faba bean necrotic stunt alphasatellite 2",1441800,"NC_023880","Linear"
"Faba bean necrotic yellows C1 alphasatellite",1453080,"NC_024886","Linear"
"Faba bean necrotic yellows C11 alphasatellite",1453081,"NC_003558","Linear"
"Faba bean necrotic yellows C7 alphasatellite",1453082,"NC_003565","Linear"
"Faba bean necrotic yellows C9 alphasatellite",1453083,"NC_003567","Linear"
"Faba bean necrotic yellows virus associated alphasatellite 1",2052606,"NC_055480","Linear"
"Faba bean polerovirus 1",2283388,"NC_055495","Linear"
"Faecal-associated gemycircularvirus 1b",1391029,"KF371642","Linear"
"Faecal-associated gemycircularvirus 1c",1391030,"KF371641","Linear"
"Faecalibacterium phage FP_Brigit",2070181,"NC_047909","Linear"
"Faecalibacterium phage FP_Epona",2070182,"NC_047910","Linear"
"Faecalibacterium phage FP_Lagaffe",2070183,"NC_047911","Linear"
"Faecalibacterium phage FP_Lugh",2070184,"NC_047912","Linear"
"Faecalibacterium phage FP_Mushu",2070185,"NC_047913","Linear"
"Faecalibacterium phage FP_Taranis",2070186,"NC_047914","Linear"
"Faecalibacterium phage FP_Toutatis",2070187,"NC_047915","Linear"
"Faecalibacterium phage FP_oengus",2070188,"NC_047916","Linear"
"Faeces associated gemycircularvirus 10",1391025,"NC_025730","Linear"
"Faeces associated gemycircularvirus 11",1391026,"NC_025729","Linear"
"Faeces associated gemycircularvirus 12",1391027,"NC_025728","Linear"
"Faeces associated gemycircularvirus 14",1843734,"NC_030138","Linear"
"Faeces associated gemycircularvirus 15",1843735,"NC_030147","Linear"
"Faeces associated gemycircularvirus 16",1843736,"NC_030144","Linear"
"Faeces associated gemycircularvirus 17",1843737,"NC_030140","Linear"
"Faeces associated gemycircularvirus 18",1843738,"NC_030143","Linear"
"Faeces associated gemycircularvirus 19",1843739,"NC_030145","Linear"
"Faeces associated gemycircularvirus 2",1391031,"NC_025738","Linear"
"Faeces associated gemycircularvirus 20",1843740,"NC_030141","Linear"
"Faeces associated gemycircularvirus 22",1843742,"NC_030146","Linear"
"Falcon picornavirus",1964370,"NC_035779","Linear"
"Falconid herpesvirus 1",1510155,"NC_024450","Linear"
"Falcovirus A1",1641896,"NC_026921","Linear"
"False black widow spider associated circular virus 1",2293279,"NC_040332","Linear"
"Farfantepenaeus duorarum circovirus",1380894,"NC_040363","Linear"
"Farfantepenaeus duorarum pink shrimp associated circular virus",1692248,"NC_027787","Linear"
"Farmington virus",1027468,"NC_025253","Linear"
"Fathead minnow calicivirus",1949201,"NC_035675","Linear"
"Fathead minnow nidovirus",889873,"NC_038295","Linear"
"Fathead minnow picornavirus",1401263,"NC_039212","Linear"
"Feldmannia species virus",39420,"NC_011183","Linear"
"Felid alphaherpesvirus 1",10334,"NC_013590","Linear"
"Feline astrovirus 2",1389204,"NC_022249","Linear"
"Feline astrovirus D1",1538452,"NC_024701","Linear"
"Feline astrovirus Viseu",1413815,"KF374704","Linear"
"Feline bocaparvovirus 2",1417756,"NC_022800","Linear"
"Feline bocaparvovirus 3",2259807,"NC_039044","Linear"
"Feline bocavirus",1174530,"NC_017823","Linear"
"Feline calicivirus",11978,"NC_001481","Linear"
"Feline coronavirus",12663,"DQ848678","Linear"
"Feline coronavirus RM",502100,"FJ938051","Linear"
"Feline coronavirus UU10",627431,"FJ938059","Linear"
"Feline coronavirus UU11",627432,"FJ938052","Linear"
"Feline coronavirus UU15",627433,"FJ938057","Linear"
"Feline coronavirus UU16",627434,"FJ938058","Linear"
"Feline coronavirus UU19",906884,"HQ392470","Linear"
"Feline coronavirus UU2",502101,"FJ938060","Linear"
"Feline coronavirus UU20",906885,"HQ392471","Linear"
"Feline coronavirus UU22",711465,"GU553361","Linear"
"Feline coronavirus UU23",711466,"GU553362","Linear"
"Feline coronavirus UU3",454951,"FJ938061","Linear"
"Feline coronavirus UU30",906886,"HQ392472","Linear"
"Feline coronavirus UU4",454952,"FJ938054","Linear"
"Feline coronavirus UU40",906887,"HQ392469","Linear"
"Feline coronavirus UU47",1052157,"JN183882","Linear"
"Feline coronavirus UU5",454953,"FJ938056","Linear"
